yourlist:M20211110A084FC58F6BBA219896F365D15F2EB442C8B28F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YMR201C	P28519	RAD14_YEAST	reviewed	DNA repair protein RAD14	RAD14 YMR201C YM8325.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	371
YBR114W	P31244	RAD16_YEAST	reviewed	DNA repair protein RAD16 (EC 3.6.4.-) (ATP-dependent helicase RAD16)	RAD16 YBR114W YBR0909	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	790
YOR368W	P48581	RAD17_YEAST	reviewed	DNA damage checkpoint control protein RAD17 (DNA repair exonuclease RAD17)	RAD17 YOR368W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	401
YCR066W	P10862	RAD18_YEAST	reviewed	Postreplication repair E3 ubiquitin-protein ligase RAD18 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RAD18) (Radiation sensitivity protein 18)	RAD18 YCR066W YCR66W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	487
YPL022W	P06777	RAD1_YEAST	reviewed	DNA repair protein RAD1	RAD1 YPL022W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1100
YEL037C	P32628	RAD23_YEAST	reviewed	UV excision repair protein RAD23	RAD23 YEL037C SYGP-ORF29	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	398
YER173W	P32641	RAD24_YEAST	reviewed	Checkpoint protein RAD24	RAD24 YER173W SYGP-ORF60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	659
YJR035W	P40352	RAD26_YEAST	reviewed	DNA repair and recombination protein RAD26 (EC 3.6.4.12) (ATP-dependent helicase RAD26)	RAD26 GTA1085 YJR035W J1606	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1085
YKL113C	P26793	FEN1_YEAST	reviewed	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1) (RAD2 homolog nuclease 1) (RTH1 nuclease) (Structure-specific endonuclease RAD27)	RAD27 FEN1 RTH1 YKL113C YKL510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	382
YGR258C	P07276	RAD2_YEAST	reviewed	DNA repair protein RAD2 (EC 3.1.-.-)	RAD2 YGR258C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1031
YDR419W	Q04049	POLH_YEAST	reviewed	DNA polymerase eta (EC 2.7.7.7) (Radiation-sensitive protein 30)	RAD30 DBH1 YDR419W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	632
YML011C	Q04231	RAD33_YEAST	reviewed	DNA repair protein RAD33	RAD33 YML011C YM9571.07C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	177
YDR314C	Q06665	RAD34_YEAST	reviewed	DNA repair protein RAD34	RAD34 YDR314C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	692
YER171W	P06839	RAD3_YEAST	reviewed	General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 3.6.4.12) (DNA repair helicase RAD3) (RNA polymerase II transcription factor B subunit RAD3) (TFB subunit RAD3)	RAD3 REM1 YER171W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	778
YER162C	P14736	RAD4_YEAST	reviewed	DNA repair protein RAD4	RAD4 YER162C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	754
YNL250W	P12753	RAD50_YEAST	reviewed	DNA repair protein RAD50 (EC 3.6.-.-) (153 kDa protein)	RAD50 YNL250W N0872	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1312
YER095W	P25454	RAD51_YEAST	reviewed	DNA repair protein RAD51	RAD51 YER095W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	400
YML032C	P06778	RAD52_YEAST	reviewed	DNA repair and recombination protein RAD52	RAD52 YML032C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471
YPL153C	P22216	RAD53_YEAST	reviewed	Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1)	RAD53 MEC2 SAD1 SPK1 YPL153C P2588	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	821
YGL163C	P32863	RAD54_YEAST	reviewed	DNA repair and recombination protein RAD54 (EC 3.6.4.12)	RAD54 YGL163C G1821	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	898
YDR076W	P38953	RAD55_YEAST	reviewed	DNA repair protein RAD55	RAD55 YDR076W D4426	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	406
YDR004W	P25301	RAD57_YEAST	reviewed	DNA repair protein RAD57	RAD57 YDR004W YD8119.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	460
YDL059C	Q12223	RAD59_YEAST	reviewed	DNA repair protein RAD59	RAD59 YDL059C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	238
YLR032W	P32849	RAD5_YEAST	reviewed	DNA repair protein RAD5 (EC 3.6.4.-) (Radiation sensitivity protein 5) (Revertibility protein 2)	RAD5 REV2 SNM2 YLR032W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1169
YDR014W	Q99359	RAD61_YEAST	reviewed	Protein RAD61 (Radiation sensitivity protein 61)	RAD61 YDR014W PZB647	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	647
YGL058W	P06104	UBC2_YEAST	reviewed	Ubiquitin-conjugating enzyme E2 2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 2) (Radiation sensitivity protein 6) (Ubiquitin carrier protein UBC2) (Ubiquitin-protein ligase UBC2)	RAD6 UBC2 YGL058W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	172
YJR052W	P06779	RAD7_YEAST	reviewed	DNA repair protein RAD7	RAD7 YJR052W J1665	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	565
YDR217C	P14737	RAD9_YEAST	reviewed	DNA repair protein RAD9	RAD9 YDR217C YD9934.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1309
R0030W	Q06891	RAF_YEAST	reviewed	Trans-acting factor D (REP-antagonizing factor) (Recombinase-activating factor) (RAF)	RAF1 R0030W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	181
YGL246C	P53063	DXO_YEAST	reviewed	Decapping nuclease RAI1 (ScRai1) (EC 3.6.1.-) (NAD-capped RNA hydrolase RAI1) (DeNADding enzyme RAI1) (EC 3.6.1.-) (RAT1-interacting protein)	RAI1 YGL246C NRE387	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	387
YDL090C	P22007	FNTB_YEAST	reviewed	Protein farnesyltransferase subunit beta (FTase-beta) (PFTase beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta)	RAM1 DPR1 SCG2 STE16 YDL090C D2412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	431
YKL019W	P29703	FNTA_YEAST	reviewed	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (PFTase/PGGTase I alpha) (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha)	RAM2 YKL019W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	316
YNL216W	P11938	RAP1_YEAST	reviewed	DNA-binding protein RAP1 (Repressor/activator site-binding protein) (SBF-E) (TUF)	RAP1 GRF1 TUF1 YNL216W N1310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	827
YOR101W	P01119	RAS1_YEAST	reviewed	Ras-like protein 1 (EC 3.6.5.2)	RAS1 YOR101W YOR3205W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309
YNL098C	P01120	RAS2_YEAST	reviewed	Ras-like protein 2 (EC 3.6.5.2)	RAS2 ASC1 CTN5 GLC5 YNL098C N2198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	322
YOR048C	Q02792	XRN2_YEAST	reviewed	5'-3' exoribonuclease 2 (EC 3.1.13.-) (Ribonucleic acid-trafficking protein 1) (p116)	RAT1 HKE1 TAP1 YOR048C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1006
YJR033C	P47104	RAV1_YEAST	reviewed	Regulator of V-ATPase in vacuolar membrane protein 1 (Suppression of the onset of impotence protein 3)	RAV1 SOI3 YJR033C J1590	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1357
YDR202C	Q03956	RAV2_YEAST	reviewed	Regulator of V-ATPase in vacuolar membrane protein 2	RAV2 YDR202C YD9346.12C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	351
YOR301W	Q08760	RAX1_YEAST	reviewed	Bud site selection protein RAX1 (Revert to axial protein 1)	RAX1 YOR301W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	435
YLR084C	Q12465	RAX2_YEAST	reviewed	Bud site selection protein RAX2 (Revert to axial protein 2)	RAX2 YLR084C L2389 L9449.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1220
YDR527W	Q04418	RBA50_YEAST	reviewed	RNA polymerase II-associated protein RBA50 (RNA polymerase II-associated protein of 50 kDa)	RBA50 YDR527W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	439
YPL246C	Q12270	RBD2_YEAST	reviewed	Rhomboid protein 2 (EC 3.4.21.-)	RBD2 YPL246C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	262
YAL036C	P39729	RBG1_YEAST	reviewed	Ribosome-interacting GTPase 1 (GTP-binding protein RBG1) (Genetically interacts with ribosomal genes protein 1)	RBG1 FUN11 YAL036C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	369
YGR173W	P53295	RBG2_YEAST	reviewed	Ribosome-interacting GTPase 2 (GTP-binding protein RBG2)	RBG2 GIR1 YGR173W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368
YJL181W	P46987	YJS1_YEAST	reviewed	UPF0508 protein YJL181W	YJL181W J0435	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	611
YCR036W	P25332	RBSK_YEAST	reviewed	Ribokinase (RK) (EC 2.7.1.15)	RBK1 YCR036W YCR36W YCR523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	333
YOR265W	P48606	TBCA_YEAST	reviewed	Tubulin-specific chaperone A (Tubulin-folding cofactor A) (CFA)	RBL2 YOR265W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106
YDL189W	Q05672	RBS1_YEAST	reviewed	RNA-binding suppressor of PAS kinase protein 1	RBS1 YDL189W D1266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	457
YML030W	Q03713	RCF1_YEAST	reviewed	Respiratory supercomplex factor 1, mitochondrial (Altered inheritance of mitochondria protein 31)	RCF1 AIM31 YML030W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	159
YNR018W	P53721	RCF2_YEAST	reviewed	Respiratory supercomplex factor 2, mitochondrial (Altered inheritance of mitochondria protein 38)	RCF2 AIM38 YNR018W N3185	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224
YBR255C-A	Q3E776	YB255_YEAST	reviewed	Uncharacterized protein YBR255C-A	YBR255C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120
YMR034C	Q05131	RCH1_YEAST	reviewed	Solute carrier RCH1 (Regulator of calcium homeostasis 1)	RCH1 YMR034C YM9973.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434
YIL077C	P40508	PUP1_YEAST	reviewed	PUP1 protein homolog	YIL077C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	320
YKL133C	P36066	MGR3L_YEAST	reviewed	Protein MRG3-like	YKL133C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	463
YGL158W	P38622	RCK1_YEAST	reviewed	Serine/threonine-protein kinase RCK1 (EC 2.7.11.1)	RCK1 YGL158W G1854	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	512
YLR248W	P38623	RCK2_YEAST	reviewed	Serine/threonine-protein kinase RCK2 (EC 2.7.11.1) (CAM kinase-like protein kinase CLK1)	RCK2 CLK1 CMK3 YLR248W L9672.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	610
YOL010W	Q08096	RCL1_YEAST	reviewed	RNA 3'-terminal phosphate cyclase-like protein	RCL1 RTC1 YOL010W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	367
YNL022C	P53972	RCM1_YEAST	reviewed	25S rRNA (cytosine(2278)-C(5))-methyltransferase (EC 2.1.1.311) (rRNA m(5)C methyltransferase 1)	RCM1 YNL022C N2815	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	490
YKL159C	P36054	RCN1_YEAST	reviewed	Calcipressin-like protein (Down syndrome candidate region 1-like protein) (Regulator of calcineurin 1)	RCN1 DSCR1L YKL159C YKL613	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	211
YOR220W	Q12044	RCN2_YEAST	reviewed	Regulator of calcineurin 2 (Weak suppressor of PAT1 ts protein 1)	RCN2 WSP1 YOR220W YOR50-10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	265
YMR075W	Q04779	RCO1_YEAST	reviewed	Transcriptional regulatory protein RCO1	RCO1 YMR075W YM9916.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	684
YBR005W	P38212	RCR1_YEAST	reviewed	Protein RCR1 (Resistance to Congo red protein 1)	RCR1 YBR005W YBR0111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213
YDR003W	Q03446	RCR2_YEAST	reviewed	Protein RCR2 (Protein SSH5) (Resistance to Congo red protein 2)	RCR2 SSH5 YDR003W YD8119.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210
YJL204C	P39531	RCY1_YEAST	reviewed	Recyclin-1	RCY1 YJL204C J0318 J0320	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	840
YBR073W	P38086	RDH54_YEAST	reviewed	DNA repair and recombination protein RDH54 (RAD homolog 54) (Recombination factor TID1) (Two hybrid interaction with DMC1 protein 1) [Includes: DNA topoisomerase (EC 5.99.1.-); Putative helicase (EC 3.6.4.12)]	RDH54 TID1 YBR073W YBR0715	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	958
YDL135C	Q12434	GDIR_YEAST	reviewed	Rho GDP-dissociation inhibitor (Rho GDI)	RDI1 YDL135C D2175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	202
YOR285W	Q12305	RDL1_YEAST	reviewed	Thiosulfate:glutathione sulfurtransferase (TST) (EC 2.8.1.-) (Rhodanese-like protein 1)	RDL1 YOR285W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	139
YOR286W	Q08742	RDL2_YEAST	reviewed	Thiosulfate sulfurtransferase RDL2, mitochondrial (EC 2.8.1.1) (Altered inheritance of mitochondria protein 42) (Found in mitochondrial proteome protein 31) (Rhodanese-like protein 2)	RDL2 AIM42 FMP31 YOR286W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	149
YOR380W	Q08904	RDR1_YEAST	reviewed	Protein RDR1 (Repressor of drug resistance protein 1)	RDR1 YOR380W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546
YCR106W	P25611	RDS1_YEAST	reviewed	Regulator of drug sensitivity 1	RDS1 YCR106W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	832
YPL133C	P19541	RDS2_YEAST	reviewed	Regulator of drug sensitivity 2	RDS2 YPL133C LPI12C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	446
YPR094W	Q06835	RDS3_YEAST	reviewed	Pre-mRNA-splicing factor RDS3 (Regulator of drug sensitivity 3)	RDS3 YPR094W P9513.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107
YLR106C	Q12019	MDN1_YEAST	reviewed	Midasin (Dynein-related AAA-ATPase REA1) (MIDAS-containing protein) (Ribosome export/assembly protein 1)	MDN1 REA1 YLR106C L2901 L8004.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	4910
YBR049C	P21538	REB1_YEAST	reviewed	DNA-binding protein REB1 (QBP)	REB1 GRF2 YBR049C YBR0502	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	810
YHR157W	P33323	RE104_YEAST	reviewed	Meiotic recombination protein REC104	REC104 YHR157W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	182
YJR021C	P21651	RE107_YEAST	reviewed	Recombination protein 107 (Meiotic recombination protein 2)	REC107 MER2 YJR021C J1462	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314
YLR263W	P14291	RED1_YEAST	reviewed	Protein RED1 (Reductional division protein 1)	RED1 YLR263W L8479.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	827
YJL217W	P40893	REE1_YEAST	reviewed	Regulation of enolase protein 1	REE1 YJL217W HRC198 J0226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
YDR195W	P42073	REF2_YEAST	reviewed	RNA end formation protein 2	REF2 YDR195W YD9346.06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	533
YDR028C	Q00816	REG1_YEAST	reviewed	Resistance to glucose repression protein 1 (Protein HEX2) (Second-site suppressor of the rna1-1 mutation 1)	REG1 HEX2 PZF240 SPP43 SRN1 YDR028C YD9813.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1014
YBR050C	P38232	REG2_YEAST	reviewed	Protein REG2	REG2 YBR050C YBR0504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	338
YLR387C	Q06709	REH1_YEAST	reviewed	Cytoplasmic 60S subunit biogenesis factor REH1 (REI1-homolog 1) (pre-60S factor REH1)	REH1 YLR387C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	432
YBR267W	P38344	REI1_YEAST	reviewed	Cytoplasmic 60S subunit biogenesis factor REI1 (Required for isotropic bud growth protein 1) (pre-60S factor REI1)	REI1 YBR267W YBR1736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393
R0020C	P03871	REP1_YEAST	reviewed	Partitioning protein REP1 (R1) (Protein Baker) (Trans-acting factor B)	REP1 R0020C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373
R0040C	P03872	REP2_YEAST	reviewed	Partitioning protein REP2 (R2) (Protein Charlie) (Trans-acting factor C)	REP2 R0040C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	296
YCL001W	P25560	RER1_YEAST	reviewed	Protein RER1 (Retention of ER proteins 1)	RER1 YCL001W YCL1W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	188
YBR002C	P35196	RER2_YEAST	reviewed	Dehydrodolichyl diphosphate synthase complex subunit RER2 (DEDOL-PP synthase) (EC 2.5.1.87) (Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyl diphosphate specific))	RER2 YBR002C YBR0107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	286
YOR207C	P22276	RPC2_YEAST	reviewed	DNA-directed RNA polymerase III subunit RPC2 (RNA polymerase III subunit C2) (EC 2.7.7.6) (C128) (DNA-directed RNA polymerase III 130 kDa polypeptide)	RET1 RPC128 RPC2 YOR207C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1149
YFR051C	P43621	COPD_YEAST	reviewed	Coatomer subunit delta (Delta-coat protein) (Delta-COP)	RET2 YFR051C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546
YPL010W	P53600	COPZ_YEAST	reviewed	Coatomer subunit zeta (Zeta-coat protein) (Zeta-COP)	RET3 YPL010W LPA7W YP8132.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	189
YOR346W	P12689	REV1_YEAST	reviewed	DNA repair protein REV1 (EC 2.7.7.-) (Reversionless protein 1)	REV1 YOR346W O6339	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	985
YPL167C	P14284	DPOZ_YEAST	reviewed	DNA polymerase zeta catalytic subunit (EC 2.7.7.7) (Protein reversionless 3)	REV3 PSO1 YPL167C P2535	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1504
YIL139C	P38927	REV7_YEAST	reviewed	DNA polymerase zeta processivity subunit (Revertibility protein 7)	REV7 YIL139C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	245
YLR059C	P54964	ORN_YEAST	reviewed	Oligoribonuclease, mitochondrial (EC 3.1.-.-)	REX2 YNT20 YLR059C L2159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	269
YLR107W	Q12090	REXO3_YEAST	reviewed	RNA exonuclease 3 (EC 3.1.-.-)	REX3 YLR107W L2904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	404
YOL080C	Q08237	REXO4_YEAST	reviewed	RNA exonuclease 4 (EC 3.1.-.-)	REX4 YOL080C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	289
YAR007C	P22336	RFA1_YEAST	reviewed	Replication factor A protein 1 (RF-A protein 1) (DNA-binding protein BUF2) (Replication protein A 69 kDa DNA-binding subunit) (Single-stranded DNA-binding protein)	RFA1 BUF2 RPA1 YAR007C FUN3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	621
YNL312W	P26754	RFA2_YEAST	reviewed	Replication factor A protein 2 (RF-A protein 2) (DNA-binding protein BUF1) (Replication protein A 36 kDa subunit)	RFA2 BUF1 YNL312W N0368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	273
YJL173C	P26755	RFA3_YEAST	reviewed	Replication factor A protein 3 (RF-A) (Replication protein A 13 kDa subunit)	RFA3 YJL173C J0506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122
YOR217W	P38630	RFC1_YEAST	reviewed	Replication factor C subunit 1 (Replication factor C1) (Activator 1 95 kDa subunit) (Cell division control protein 44)	RFC1 CDC44 YOR217W YOR50-7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	861
YJR068W	P40348	RFC2_YEAST	reviewed	Replication factor C subunit 2 (Replication factor C2) (Activator 1 41 kDa subunit)	RFC2 YJR068W J1808	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353
YNL290W	P38629	RFC3_YEAST	reviewed	Replication factor C subunit 3 (Replication factor C3) (Activator 1 40 kDa subunit)	RFC3 YNL290W N0533	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	340
YOL094C	P40339	RFC4_YEAST	reviewed	Replication factor C subunit 4 (Replication factor C4) (Activator 1 37 kDa subunit)	RFC4 YOL094C O0923	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	323
YBR087W	P38251	RFC5_YEAST	reviewed	Replication factor C subunit 5 (Replication factor C5) (Activator 1 40 kDa subunit)	RFC5 YBR087W YBR0810	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	354
YOR279C	Q12192	RFM1_YEAST	reviewed	Repression factor of MSEs protein 1	RFM1 YOR279C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	310
YBR052C	P38234	RFS1_YEAST	reviewed	Protein RFS1 (RAD55 suppressor protein 1)	RFS1 YBR052C YBR0505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210
YBL020W	P38206	RFT1_YEAST	reviewed	Oligosaccharide translocation protein RFT1 (Requiring fifty-three protein 1)	RFT1 YBL020W YBL0442	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	574
YLR073C	Q08003	RFU1_YEAST	reviewed	Regulator of free ubiquitin chains 1	RFU1 YLR073C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	200
YLR176C	P48743	RFX1_YEAST	reviewed	RFX-like DNA-binding protein RFX1	RFX1 CRT1 YLR176C L9470.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	811
