Complex ID;Size;List of proteins;Quantitative prediction 0;Average abundance;Average size of simulated complexes;Best matching reference complex;Matching thr;Length of reference complex;P-value matching;Fraction of fictitious domains;Functional Enrichment (DAVID)
4623;3;P31946,Q07866,Q02750;1;1.0000;3.0000;RAF1-MAP2K1-YWHAE complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P31946,Q07866,Q02750&tool=chartReport&annot=GOTERM_MF_ALL
4624;3;P01023,Q07954,P11021;1;1.0000;3.0000;LRP-1-Alpha-2-M-annexin VI complex;0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P01023,Q07954,P11021&tool=chartReport&annot=GOTERM_MF_ALL
4625;3;Q6P2Q9,O95400,Q15029;1;1.0000;3.0000;Exon junction complex (mRNA splicing-dependent);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q6P2Q9,O95400,Q15029&tool=chartReport&annot=GOTERM_MF_ALL
4626;3;Q99613,P55884,Q9UBQ5;1;1.0000;3.0000;EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C);0.2667;5;2.7484960940296434e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q99613,P55884,Q9UBQ5&tool=chartReport&annot=GOTERM_MF_ALL
4627;3;P42224,P78396,P63244;1;1.0000;3.0000;Stat1-alpha-dimer-CBP DNA-protein complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P42224,P78396,P63244&tool=chartReport&annot=GOTERM_MF_ALL
4628;3;P46782,P23396,P46781;1;1.0000;3.0000;40S ribosomal subunit, cytoplasmic;0.0462;65;1.1165648762161466e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P46782,P23396,P46781&tool=chartReport&annot=GOTERM_MF_ALL
4629;3;P51813,P40763,Q9P0J0;1;1.0000;3.0000;STAT3 homodimer copmplex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P51813,P40763,Q9P0J0&tool=chartReport&annot=GOTERM_MF_ALL
4630;3;O15143,P59998,P61158;1;1.0000;3.0000;Arp2/3 protein complex;0.4286;7;6.530710338831056e-08;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O15143,P59998,P61158&tool=chartReport&annot=GOTERM_MF_ALL
4631;3;P48509,P08962,P05556;2;2.0000;1.5000;ITGA4-ITGB1-CD63 complex;0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P48509,P08962,P05556&tool=chartReport&annot=GOTERM_MF_ALL
4632;3;Q92597,P00338,P04271;2;2.0000;1.5000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q92597,P00338,P04271&tool=chartReport&annot=GOTERM_MF_ALL
4633;3;O94776,Q9UKG1,P31751;1;1.0000;3.0000;TCL1(trimer)-AKT2 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O94776,Q9UKG1,P31751&tool=chartReport&annot=GOTERM_MF_ALL
4634;3;Q99613,O15371,Q9Y262;1;1.0000;3.0000;eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7);0.2500;12;4.1050179272652363e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q99613,O15371,Q9Y262&tool=chartReport&annot=GOTERM_MF_ALL
4635;3;Q14240,O15371,O15372;1;1.0000;3.0000;eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7);0.1111;12;0.00018082603969638982;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q14240,O15371,O15372&tool=chartReport&annot=GOTERM_MF_ALL
4636;3;O43318,P45985,O75688;1;1.0000;3.0000;TRAF6-TAK1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O43318,P45985,O75688&tool=chartReport&annot=GOTERM_MF_ALL
4637;3;Q9BUL8,Q9Y6E0,P50990;1;1.0000;3.0000;CCT micro-complex;0.0417;8;0.01617219579926066;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9BUL8,Q9Y6E0,P50990&tool=chartReport&annot=GOTERM_MF_ALL
4638;3;P62993,P07858,P07355;1;1.0000;3.0000;GRB2-SHP-2 complex, PDGF stimulated;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62993,P07858,P07355&tool=chartReport&annot=GOTERM_MF_ALL
4639;3;Q9BX66,P55196,O75955;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9BX66,P55196,O75955&tool=chartReport&annot=GOTERM_MF_ALL
4640;3;P11142,P62136,Q9NZL4;1;1.0000;3.0000;PNUTS-PP1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P11142,P62136,Q9NZL4&tool=chartReport&annot=GOTERM_MF_ALL
4641;3;P08670,Q14203,Q12934;2;2.0000;1.5000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P08670,Q14203,Q12934&tool=chartReport&annot=GOTERM_MF_ALL
4642;3;P21333,P62993,P17600;1;1.0000;3.0000;GRB2-SHP-2 complex, PDGF stimulated;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P21333,P62993,P17600&tool=chartReport&annot=GOTERM_MF_ALL
4643;3;P31150,P60953,Q14155;1;1.0000;3.0000;PAR6-CDC42 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P31150,P60953,Q14155&tool=chartReport&annot=GOTERM_MF_ALL
4644;3;P55060,O00505,P62826;1;1.0000;3.0000;RANBP1-RAN-KPNB1 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P55060,O00505,P62826&tool=chartReport&annot=GOTERM_MF_ALL
4645;3;P68431,P35659,P62805;1;1.0000;3.0000;Histone H3.1 complex;0.1333;10;0.0001234024366453396;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P68431,P35659,P62805&tool=chartReport&annot=GOTERM_MF_ALL
4646;3;Q04917,Q07866,P33176;1;1.0000;3.0000;PLEKHM2-KIF5B complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q04917,Q07866,P33176&tool=chartReport&annot=GOTERM_MF_ALL
4647;3;P61081,P15374,Q15843;1;1.0000;3.0000;Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1);0.0667;5;0.010128217436078352;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P61081,P15374,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
4648;3;P50991,P17987,P50990;2;2.0000;1.5000;CCT micro-complex;0.3750;8;1.0449136542129646e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P50991,P17987,P50990&tool=chartReport&annot=GOTERM_MF_ALL
4649;3;P02751,P02787,P49023;1;1.0000;3.0000;FN1-TGM2 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02751,P02787,P49023&tool=chartReport&annot=GOTERM_MF_ALL
4650;3;P17844,Q92841,P09651;1;1.0000;3.0000;DGCR8 multiprotein complex;0.1212;11;0.00015075678337872703;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P17844,Q92841,P09651&tool=chartReport&annot=GOTERM_MF_ALL
4651;3;P45984,P62993,P11021;1;1.0000;3.0000;GRB2-SHP-2 complex, PDGF stimulated;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P45984,P62993,P11021&tool=chartReport&annot=GOTERM_MF_ALL
4652;3;P55884,P62753,Q9Y262;1;1.0000;3.0000;EIF3 complex (EIF3B, EIF3J, EIF3I);0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P55884,P62753,Q9Y262&tool=chartReport&annot=GOTERM_MF_ALL
4653;3;Q8WZ42,Q08043,P35609;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q8WZ42,Q08043,P35609&tool=chartReport&annot=GOTERM_MF_ALL
4654;3;Q13098,Q7L5N1,Q96SW2;1;1.0000;3.0000;CNS-P53 complex;0.1481;9;9.876673132996682e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13098,Q7L5N1,Q96SW2&tool=chartReport&annot=GOTERM_MF_ALL
4655;3;P18206,P49023,Q9NVD7;1;1.0000;3.0000;Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1);0.1212;11;0.00015075678337872703;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P18206,P49023,Q9NVD7&tool=chartReport&annot=GOTERM_MF_ALL
4656;3;Q96CS3,Q13617,P55072;1;1.0000;3.0000;BRCA1-VCP complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q96CS3,Q13617,P55072&tool=chartReport&annot=GOTERM_MF_ALL
4657;3;Q13347,Q04637,O75821;2;2.0000;1.5000;EIF3 complex (EIF3B, EIF3G, EIF3I);0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13347,Q04637,O75821&tool=chartReport&annot=GOTERM_MF_ALL
4658;3;Q15428,P62314,P62304;1;1.0000;3.0000;SMN1-SIP1-SNRP complex;0.1905;7;5.7666172291976726e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15428,P62314,P62304&tool=chartReport&annot=GOTERM_MF_ALL
4659;3;Q7L5N1,Q9BT78,Q15843;1;1.0000;3.0000;CNS-P53 complex;0.1481;9;9.876673132996682e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q7L5N1,Q9BT78,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
4660;3;P50502,P07900,Q99615;1;1.0000;3.0000;eNOS-HSP90 complex, VEGF induced;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P50502,P07900,Q99615&tool=chartReport&annot=GOTERM_MF_ALL
4661;3;P35579,P08238,Q13618;1;1.0000;3.0000;HSP90-CDC37-LRRK2 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35579,P08238,Q13618&tool=chartReport&annot=GOTERM_MF_ALL
4662;3;P21333,P63244,P05556;1;1.0000;3.0000;ITGB1-NRP1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P21333,P63244,P05556&tool=chartReport&annot=GOTERM_MF_ALL
4663;3;O94826,P07900,P61247;1;1.0000;3.0000;eNOS-HSP90 complex, VEGF induced;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O94826,P07900,P61247&tool=chartReport&annot=GOTERM_MF_ALL
4664;3;P63279,P61956,Q13867;1;1.0000;3.0000;NR3C2-UBC9-SRC-1 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P63279,P61956,Q13867&tool=chartReport&annot=GOTERM_MF_ALL
4665;3;P63279,P61978,P46060;1;1.0000;3.0000;NR3C2-UBC9-SRC-1 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P63279,P61978,P46060&tool=chartReport&annot=GOTERM_MF_ALL
4666;3;P62937,P62136,P06400;1;1.0000;3.0000;AIF-CYPA-DNA complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62937,P62136,P06400&tool=chartReport&annot=GOTERM_MF_ALL
4667;3;P52735,P62993,P07355;1;1.0000;3.0000;GRB2-SHP-2 complex, PDGF stimulated;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P52735,P62993,P07355&tool=chartReport&annot=GOTERM_MF_ALL
4668;3;Q13596,O14964,Q00610;1;1.0000;3.0000;SNX complex (SNX1, SNX6);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13596,O14964,Q00610&tool=chartReport&annot=GOTERM_MF_ALL
4669;3;P38398,Q14192,P27694;1;1.0000;3.0000;FHL2 homodimer complex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P38398,Q14192,P27694&tool=chartReport&annot=GOTERM_MF_ALL
4670;3;P84103,P31946,P11021;1;1.0000;3.0000;H2AX complex I;0.0476;7;0.01416027799929078;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P84103,P31946,P11021&tool=chartReport&annot=GOTERM_MF_ALL
4671;3;P35637,P67809,P51608;1;1.0000;3.0000;YBX1-AKT1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35637,P67809,P51608&tool=chartReport&annot=GOTERM_MF_ALL
4672;3;P68104,P62241,Q15843;1;1.0000;3.0000;Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1);0.0667;5;0.010128217436078352;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P68104,P62241,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
4673;3;P26368,Q8IWZ8,Q14498;2;2.0000;1.5000;CF IIAm complex (Cleavage factor IIAm complex);0.0208;16;0.03216908494201451;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P26368,Q8IWZ8,Q14498&tool=chartReport&annot=GOTERM_MF_ALL
4674;3;P60520,O75323,Q9NT62;2;2.0000;1.5000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60520,O75323,Q9NT62&tool=chartReport&annot=GOTERM_MF_ALL
4675;3;P98095,P15502,P51888;2;2.0000;1.5000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P98095,P15502,P51888&tool=chartReport&annot=GOTERM_MF_ALL
4676;3;P54920,O75558,P63027;1;1.0000;3.0000;SNARE complex (STX11, VAMP2, SNAP23);0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P54920,O75558,P63027&tool=chartReport&annot=GOTERM_MF_ALL
4677;3;Q71DI3,Q9Y6K1,Q96T88;1;1.0000;3.0000;DNMT3L-DNMT3A;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q71DI3,Q9Y6K1,Q96T88&tool=chartReport&annot=GOTERM_MF_ALL
4678;3;Q13098,Q7L5N1,Q93034;1;1.0000;3.0000;CNS-P53 complex;0.1481;9;9.876673132996682e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13098,Q7L5N1,Q93034&tool=chartReport&annot=GOTERM_MF_ALL
4679;3;Q92843,P62136,P63208;1;1.0000;3.0000;PNUTS-PP1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q92843,P62136,P63208&tool=chartReport&annot=GOTERM_MF_ALL
4680;3;Q16531,P62266,Q15843;1;1.0000;3.0000;DDB complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q16531,P62266,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
4681;3;P29692,P07900,P68400;1;1.0000;3.0000;Casein kinase II (beta-dimer, alpha-dimer);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P29692,P07900,P68400&tool=chartReport&annot=GOTERM_MF_ALL
4682;3;P22694,P62753,P13861;1;1.0000;3.0000;KCNQ1 macromolecular complex;0.1333;10;0.0001234024366453396;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P22694,P62753,P13861&tool=chartReport&annot=GOTERM_MF_ALL
4683;3;Q16539,P28482,O43464;1;1.0000;3.0000;HDAC4-ERK2 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q16539,P28482,O43464&tool=chartReport&annot=GOTERM_MF_ALL
4684;3;Q13185,P10412,Q16695;1;1.0000;3.0000;CEN complex;0.0090;37;0.0733338501923267;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13185,P10412,Q16695&tool=chartReport&annot=GOTERM_MF_ALL
4685;3;P67870,P68400,P05230;1;1.0000;3.0000;Casein kinase II (beta-dimer, alpha-dimer);0.6667;2;2.7522279285073255e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P67870,P68400,P05230&tool=chartReport&annot=GOTERM_MF_ALL
4686;3;Q03135,O14939,P04406;1;1.0000;3.0000;Caveolin-1 homodimer complex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q03135,O14939,P04406&tool=chartReport&annot=GOTERM_MF_ALL
4687;3;P31946,P27824,P05556;1;1.0000;3.0000;ITGB1-NRP1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P31946,P27824,P05556&tool=chartReport&annot=GOTERM_MF_ALL
4688;3;O14979,P31942,P09651;2;2.0000;1.5000;Large Drosha complex;0.0167;20;0.04010208806407331;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O14979,P31942,P09651&tool=chartReport&annot=GOTERM_MF_ALL
4689;3;P07900,Q71U36,P31751;1;1.0000;3.0000;TCL1(trimer)-AKT2 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P07900,Q71U36,P31751&tool=chartReport&annot=GOTERM_MF_ALL
4690;3;P05787,P08670,O60437;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P05787,P08670,O60437&tool=chartReport&annot=GOTERM_MF_ALL
4691;3;Q9H8S9,Q9Y2H1,Q15208;2;2.0000;1.5000;FCP1-associated protein complex;0.0238;14;0.01416027799929078;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9H8S9,Q9Y2H1,Q15208&tool=chartReport&annot=GOTERM_MF_ALL
4692;3;P61970,P62826,Q92973;1;1.0000;3.0000;RANBP1-RAN-KPNB1 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P61970,P62826,Q92973&tool=chartReport&annot=GOTERM_MF_ALL
4693;3;Q03135,Q12933,P25098;1;1.0000;3.0000;Caveolin-1 homodimer complex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q03135,Q12933,P25098&tool=chartReport&annot=GOTERM_MF_ALL
4694;3;Q9UNZ2,P55072,Q92890;1;1.0000;3.0000;Membrane protein complex (VCP, UFD1L, SEC61B);0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9UNZ2,P55072,Q92890&tool=chartReport&annot=GOTERM_MF_ALL
4695;3;O14818,P60900,P25787;1;1.0000;3.0000;Ubiquilin-proteasome complex;0.2222;6;4.12087822380018e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O14818,P60900,P25787&tool=chartReport&annot=GOTERM_MF_ALL
4696;3;Q12802,P31946,P05556;1;1.0000;3.0000;ITGB1-NRP1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q12802,P31946,P05556&tool=chartReport&annot=GOTERM_MF_ALL
4697;3;Q16543,P08238,P11802;1;1.0000;3.0000;HSP90-CDC37-LRRK2 complex;0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q16543,P08238,P11802&tool=chartReport&annot=GOTERM_MF_ALL
4698;3;Q12982,Q07960,P61586;1;1.0000;3.0000;BNIP2-ARHGAP8 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q12982,Q07960,P61586&tool=chartReport&annot=GOTERM_MF_ALL
4699;3;P04792,Q9UER7,P99999;1;1.0000;3.0000;DAXX-AXIN complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P04792,Q9UER7,P99999&tool=chartReport&annot=GOTERM_MF_ALL
4700;3;Q66K89,P46821,P39687;0;0;0;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q66K89,P46821,P39687&tool=chartReport&annot=GOTERM_MF_ALL
4701;3;P21980,P02751,P05556;1;1.0000;3.0000;ITGA5-ITGB1-FN1-TGM2 complex;0.7500;4;7.463668958664031e-09;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P21980,P02751,P05556&tool=chartReport&annot=GOTERM_MF_ALL
4702;3;P30101,Q03518,P40763;2;2.0000;1.5000;STAT3 homodimer copmplex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P30101,Q03518,P40763&tool=chartReport&annot=GOTERM_MF_ALL
4703;3;Q14974,P46060,P62826;1;1.0000;3.0000;RANBP1-RAN-KPNB1 complex;0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q14974,P46060,P62826&tool=chartReport&annot=GOTERM_MF_ALL
4704;3;P25786,P28065,P28072;1;1.0000;3.0000;20S proteasome;0.0952;14;0.0002490943537439303;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P25786,P28065,P28072&tool=chartReport&annot=GOTERM_MF_ALL
4705;3;Q9UHA4,Q02750,Q6IAA8;1;1.0000;3.0000;p14-Mp1-MEK1 complex;0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9UHA4,Q02750,Q6IAA8&tool=chartReport&annot=GOTERM_MF_ALL
4706;3;P17844,P31943,P55795;1;1.0000;3.0000;HNRPF-HNRPH1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P17844,P31943,P55795&tool=chartReport&annot=GOTERM_MF_ALL
4707;3;Q96FW1,Q13404,P61088;1;1.0000;3.0000;Ubiquitin-protein ligase (UBE2N, UBE2V2/MMS2);0.6667;2;2.7522279285073255e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q96FW1,Q13404,P61088&tool=chartReport&annot=GOTERM_MF_ALL
4708;3;P62841,P62266,P15880;1;1.0000;3.0000;40S ribosomal subunit, cytoplasmic;0.0462;65;1.1165648762161466e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62841,P62266,P15880&tool=chartReport&annot=GOTERM_MF_ALL
4709;3;P53999,P68400,P25788;1;1.0000;3.0000;Casein kinase II (beta-dimer, alpha-dimer);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P53999,P68400,P25788&tool=chartReport&annot=GOTERM_MF_ALL
4710;3;P18206,Q9BX66,P55196;1;1.0000;3.0000;Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1);0.0303;11;0.022191521663926055;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P18206,Q9BX66,P55196&tool=chartReport&annot=GOTERM_MF_ALL
4711;3;P15531,P02751,P05556;2;2.0000;1.5000;ITGA5-ITGB1-FN-1-NOV complex;0.3333;4;1.649844023311819e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P15531,P02751,P05556&tool=chartReport&annot=GOTERM_MF_ALL
4712;3;P00747,P08697,P07996;2;2.0000;1.5000;ITGAV-ITGB3-THBS1 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P00747,P08697,P07996&tool=chartReport&annot=GOTERM_MF_ALL
4713;3;Q15428,P62314,Q15393;1;1.0000;3.0000;SF3A1-SF3A2-SF3A3 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15428,P62314,Q15393&tool=chartReport&annot=GOTERM_MF_ALL
4714;3;Q15464,P46108,Q07666;1;1.0000;3.0000;CRKII-C3G complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15464,P46108,Q07666&tool=chartReport&annot=GOTERM_MF_ALL
4715;3;P23284,P14625,P04114;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P23284,P14625,P04114&tool=chartReport&annot=GOTERM_MF_ALL
